k,d,ek,ed,roundswing,adr,eadr,kast,ekast,rating,playerid,matchid,sideid,mapid,teamid
6.0,10.0,6.0,10.0,-0.58,47.8,46.2,66.7,65.3,0.72,22884,2389608,2,3,7532
20.0,16.0,19.0,15.0,3.48,83.7,84.0,79.2,80.5,1.36,24083,2389608,0,3,12474
18.0,18.0,18.0,17.0,-0.51,94.4,94.1,79.2,76.6,1.17,22860,2389608,0,3,12474
17.0,19.0,17.0,21.0,-0.27,77.9,79.8,54.2,51.2,0.96,16487,2389608,0,3,12474
14.0,19.0,15.0,18.0,-1.79,57.2,60.5,75.0,75.7,0.9,22760,2389608,0,3,12474
14.0,19.0,15.0,18.0,-4.19,62.5,63.5,62.5,74.6,0.8,7443,2389608,0,3,12474
9.0,8.0,7.0,8.0,0.87,92.8,90.0,91.7,94.1,1.18,24083,2389608,1,3,12474
9.0,9.0,9.0,9.0,-0.06,96.8,96.7,83.3,75.3,1.18,22860,2389608,1,3,12474
8.0,8.0,9.0,8.0,0.68,69.1,70.9,91.7,93.6,1.1,22760,2389608,1,3,12474
10.0,9.0,10.0,10.0,1.37,75.9,76.0,58.3,54.9,1.05,16487,2389608,1,3,12474
8.0,9.0,9.0,9.0,-3.92,71.3,73.6,83.3,85.1,0.89,7443,2389608,1,3,12474
11.0,8.0,12.0,7.0,6.1,74.7,77.9,66.7,66.9,1.54,24083,2389608,2,3,12474
9.0,9.0,8.0,8.0,-0.97,92.1,91.6,75.0,78.0,1.16,22860,2389608,2,3,12474
7.0,10.0,7.0,11.0,-1.9,79.8,83.6,50.0,47.4,0.86,16487,2389608,2,3,12474
6.0,10.0,6.0,9.0,-4.45,53.7,53.3,41.7,64.1,0.7,7443,2389608,2,3,12474
6.0,11.0,7.0,10.0,-4.26,45.4,50.1,58.3,57.7,0.69,22760,2389608,2,3,12474
