matchid,playerid,teamid,mapid,sideid,k,d,ek,ed,roundswing,adr,eadr,kast,ekast,rating
2388932,18865,7176,6,2,10.0,7.0,10.0,7.0,2.13,90.9,88.7,91.7,83.6,1.46
2388932,20085,7176,6,2,6.0,7.0,6.0,7.0,-1.78,58.2,57.3,75.0,75.3,0.92
2388932,20026,7176,6,2,5.0,7.0,6.0,7.0,-2.71,33.4,34.6,75.0,65.4,0.82
2389433,20558,8113,0,0,36.0,22.0,37.0,23.0,4.43,88.1,89.4,85.4,87.1,1.51
2389433,21921,8113,0,0,29.0,25.0,28.0,27.0,2.97,80.5,79.0,82.9,78.0,1.26
2389433,21170,8113,0,0,29.0,21.0,30.0,22.0,3.51,67.4,66.9,78.0,67.2,1.25
2389433,22911,8113,0,0,33.0,29.0,32.0,33.0,0.51,89.7,83.7,87.8,80.9,1.16
2389433,21221,8113,0,0,28.0,24.0,24.0,27.0,0.68,70.3,66.2,75.6,75.2,1.09
2389433,21221,8113,0,1,22.0,11.0,19.0,13.0,5.31,111.9,101.0,84.2,82.0,1.57
2389433,20558,8113,0,1,15.0,9.0,16.0,10.0,1.92,88.8,91.3,89.5,88.9,1.33
2389433,21170,8113,0,1,11.0,6.0,11.0,7.0,1.89,56.8,56.3,84.2,69.8,1.14
2389433,21921,8113,0,1,12.0,10.0,11.0,12.0,0.17,69.9,66.1,94.7,87.5,1.02
2389433,22911,8113,0,1,16.0,14.0,14.0,17.0,-1.63,87.8,77.7,84.2,76.0,0.96
2389433,20558,8113,0,2,21.0,13.0,21.0,13.0,6.59,87.6,87.7,81.8,85.6,1.67
2389433,21921,8113,0,2,17.0,15.0,17.0,15.0,5.38,89.6,90.1,72.7,69.8,1.47
2389433,21170,8113,0,2,18.0,15.0,19.0,15.0,4.91,76.5,76.1,72.7,64.9,1.35
2389433,22911,8113,0,2,17.0,15.0,18.0,16.0,2.37,91.3,88.8,90.9,85.1,1.33
2389433,21221,8113,0,2,6.0,13.0,5.0,14.0,-3.33,34.4,36.0,68.2,69.3,0.68
2389433,20522,12677,0,0,30.0,30.0,30.0,29.0,0.18,85.6,86.5,58.5,59.8,1.09
2389433,16645,12677,0,0,27.0,33.0,30.0,34.0,-2.3,76.0,81.3,78.0,82.4,1.05
2389433,18743,12677,0,0,25.0,32.0,27.0,33.0,-2.53,60.1,63.0,65.9,67.2,0.84
2389433,23551,12677,0,0,21.0,30.0,22.0,29.0,-3.98,50.9,54.0,68.3,65.6,0.74
2389433,9483,12677,0,0,17.0,31.0,18.0,30.0,-3.48,47.9,50.2,65.9,65.3,0.69
2389433,16645,12677,0,1,18.0,17.0,20.0,18.0,-3.53,82.6,86.2,86.4,90.0,1.08
2389433,20522,12677,0,1,17.0,15.0,16.0,15.0,-2.0,85.6,83.6,54.5,47.9,0.96
2389433,18743,12677,0,1,14.0,17.0,15.0,19.0,-0.44,66.5,67.4,72.7,70.0,0.88
2389433,23551,12677,0,1,12.0,16.0,12.0,17.0,-3.66,56.4,57.6,68.2,63.2,0.76
2389433,9483,12677,0,1,9.0,15.0,9.0,15.0,-6.31,54.1,55.0,68.2,68.1,0.61
2389433,20522,12677,0,2,13.0,15.0,14.0,15.0,2.7,85.5,89.9,63.2,73.6,1.23
2389433,16645,12677,0,2,9.0,16.0,11.0,15.0,-0.87,68.4,75.7,68.4,73.7,1.02
2389433,9483,12677,0,2,8.0,16.0,9.0,15.0,-0.2,40.6,44.6,63.2,62.1,0.79
2389433,18743,12677,0,2,11.0,15.0,12.0,14.0,-4.95,52.7,57.8,57.9,63.9,0.79
2389433,23551,12677,0,2,9.0,14.0,10.0,12.0,-4.34,44.6,49.9,68.4,68.3,0.72
2389433,20558,8113,5,0,17.0,10.0,17.0,11.0,7.41,81.4,82.8,84.2,82.7,1.63
2389433,21170,8113,5,0,15.0,9.0,16.0,9.0,7.3,82.4,83.3,94.7,83.3,1.61
2389433,21921,8113,5,0,14.0,12.0,13.0,13.0,3.46,92.8,88.2,78.9,71.8,1.31
2389433,22911,8113,5,0,18.0,15.0,16.0,17.0,-2.36,91.4,82.3,89.5,70.9,1.01
2389433,21221,8113,5,0,11.0,11.0,9.0,13.0,-1.81,62.0,58.3,73.7,71.5,0.87
2389433,21170,8113,5,1,6.0,1.0,6.0,1.0,11.16,85.0,85.2,100.0,79.4,1.96
2389433,20558,8113,5,1,5.0,3.0,5.0,3.0,7.07,68.6,66.2,100.0,96.1,1.44
2389433,21921,8113,5,1,5.0,4.0,4.0,5.0,3.98,95.0,89.1,100.0,97.5,1.29
2389433,22911,8113,5,1,9.0,6.0,8.0,8.0,1.59,103.0,92.1,100.0,79.3,1.23
2389433,21221,8113,5,1,7.0,4.0,6.0,6.0,-0.06,99.6,84.5,85.7,79.4,1.17
2389433,20558,8113,5,2,12.0,7.0,12.0,7.0,7.61,88.8,92.5,75.0,74.9,1.74
2389433,21170,8113,5,2,9.0,8.0,10.0,8.0,5.05,80.8,82.1,91.7,85.5,1.41
2389433,21921,8113,5,2,9.0,8.0,9.0,8.0,3.15,91.5,87.6,66.7,56.8,1.32
2389433,22911,8113,5,2,9.0,9.0,9.0,10.0,-4.67,84.6,76.5,83.3,66.1,0.89
2389433,21221,8113,5,2,4.0,7.0,4.0,8.0,-2.83,40.1,43.1,66.7,66.9,0.7
2389433,18743,12677,5,0,14.0,14.0,16.0,14.0,0.53,71.5,78.8,73.7,77.9,1.18
2389433,16645,12677,5,0,12.0,16.0,15.0,17.0,-3.41,71.8,80.2,89.5,99.1,1.12
2389433,20522,12677,5,0,14.0,15.0,14.0,14.0,-1.18,88.5,94.6,57.9,63.7,1.08
2389433,23551,12677,5,0,11.0,15.0,12.0,15.0,-3.27,52.5,55.7,63.2,68.9,0.79
2389433,9483,12677,5,0,5.0,16.0,6.0,15.0,-6.69,35.8,37.5,63.2,67.5,0.45
2389433,20522,12677,5,1,12.0,8.0,12.0,8.0,0.8,106.0,109.3,50.0,42.5,1.29
2389433,18743,12677,5,1,9.0,8.0,10.0,9.0,5.43,75.8,79.5,75.0,73.4,1.27
2389433,23551,12677,5,1,7.0,9.0,8.0,9.0,-2.0,62.6,65.0,58.3,59.1,0.83
2389433,16645,12677,5,1,7.0,10.0,8.0,11.0,-5.67,59.5,64.2,83.3,89.6,0.83
2389433,9483,12677,5,1,3.0,9.0,3.0,9.0,-6.91,42.5,43.3,66.7,69.0,0.45
2389433,16645,12677,5,2,5.0,6.0,6.0,6.0,0.46,92.9,107.6,100.0,115.3,1.62
2389433,18743,12677,5,2,5.0,6.0,6.0,6.0,-7.88,64.1,77.7,71.4,85.7,1.01
2389433,23551,12677,5,2,4.0,6.0,4.0,5.0,-5.45,35.3,39.8,71.4,85.7,0.72
2389433,20522,12677,5,2,2.0,7.0,2.0,7.0,-4.58,58.6,69.3,71.4,100.0,0.72
2389433,9483,12677,5,2,2.0,7.0,3.0,7.0,-6.31,24.4,27.6,57.1,64.9,0.45
2389433,20558,8113,2,0,19.0,12.0,19.0,13.0,1.85,94.0,95.0,86.4,91.0,1.42
2389433,22911,8113,2,0,15.0,14.0,15.0,15.0,3.0,88.2,84.9,86.4,89.5,1.37
2389433,21221,8113,2,0,17.0,13.0,15.0,14.0,2.82,77.5,72.9,77.3,78.3,1.29
2389433,21921,8113,2,0,15.0,13.0,15.0,14.0,2.54,69.8,71.1,86.4,83.4,1.24
2389433,21170,8113,2,0,14.0,12.0,14.0,12.0,0.24,54.4,52.8,63.6,53.3,1.01
2389433,21221,8113,2,1,15.0,7.0,13.0,8.0,8.44,119.2,110.7,83.3,83.5,1.83
2389433,20558,8113,2,1,10.0,6.0,11.0,7.0,-1.08,100.6,105.9,83.3,84.7,1.3
2389433,21921,8113,2,1,7.0,6.0,7.0,7.0,-2.05,55.2,52.7,91.7,81.6,0.88
2389433,22911,8113,2,1,7.0,8.0,6.0,9.0,-3.51,78.9,69.3,75.0,74.2,0.84
2389433,21170,8113,2,1,5.0,5.0,5.0,6.0,-3.52,40.4,39.4,75.0,64.2,0.76
2389433,22911,8113,2,2,8.0,6.0,9.0,6.0,10.81,99.4,103.6,100.0,107.9,2.01
2389433,21921,8113,2,2,8.0,7.0,9.0,7.0,8.06,87.3,93.1,80.0,85.4,1.66
2389433,20558,8113,2,2,9.0,6.0,9.0,6.0,5.38,86.1,82.0,90.0,98.5,1.58
2389433,21170,8113,2,2,9.0,7.0,9.0,7.0,4.75,71.2,68.9,50.0,40.1,1.3
2389433,21221,8113,2,2,2.0,6.0,1.0,6.0,-3.93,27.6,27.6,70.0,72.1,0.65
2389433,20522,12677,2,0,16.0,15.0,16.0,15.0,1.35,83.0,79.6,59.1,56.4,1.16
2389433,16645,12677,2,0,15.0,17.0,16.0,17.0,-1.34,79.7,82.3,68.2,68.1,1.06
2389433,9483,12677,2,0,12.0,15.0,13.0,15.0,-0.71,58.3,61.2,68.2,63.4,0.92
2389433,23551,12677,2,0,10.0,15.0,10.0,15.0,-4.59,49.5,52.6,72.7,62.7,0.71
2389433,18743,12677,2,0,11.0,18.0,12.0,19.0,-5.17,50.2,49.3,59.1,58.0,0.6
2389433,16645,12677,2,1,11.0,7.0,11.0,7.0,-0.97,110.3,112.6,90.0,90.4,1.41
2389433,9483,12677,2,1,6.0,6.0,6.0,6.0,-5.59,68.1,69.0,70.0,67.0,0.8
2389433,23551,12677,2,1,5.0,7.0,5.0,8.0,-5.66,48.9,48.7,80.0,68.1,0.68
2389433,20522,12677,2,1,5.0,7.0,4.0,7.0,-5.35,61.2,52.8,60.0,54.4,0.63
2389433,18743,12677,2,1,5.0,9.0,6.0,11.0,-7.49,55.2,53.0,70.0,66.0,0.5
2389433,20522,12677,2,2,11.0,8.0,12.0,8.0,6.94,101.2,102.0,58.3,58.1,1.6
2389433,9483,12677,2,2,6.0,9.0,7.0,9.0,3.37,50.1,54.6,66.7,60.5,1.02
2389433,16645,12677,2,2,4.0,10.0,4.0,10.0,-1.65,54.2,57.0,50.0,49.5,0.76
2389433,23551,12677,2,2,5.0,8.0,6.0,7.0,-3.7,50.0,55.8,66.7,58.2,0.73
2389433,18743,12677,2,2,6.0,9.0,6.0,9.0,-3.25,46.0,46.2,50.0,51.2,0.69
2388911,23046,4991,0,0,60.0,46.0,55.0,47.0,1.75,84.4,80.3,67.6,70.5,1.22
2388911,7528,4991,0,0,43.0,45.0,44.0,43.0,-0.19,67.1,65.9,70.6,70.2,1.0
2388911,11777,4991,0,0,47.0,56.0,48.0,58.0,-1.24,79.4,78.7,66.2,62.9,0.96
2388911,23414,4991,0,0,35.0,52.0,36.0,53.0,-1.09,56.7,56.1,64.7,62.4,0.84
2388911,17803,4991,0,0,34.0,55.0,36.0,53.0,-3.12,53.9,56.6,60.3,61.7,0.73
2388911,23046,4991,0,1,35.0,16.0,32.0,17.0,8.09,118.1,112.6,82.8,86.2,1.8
2388911,7528,4991,0,1,23.0,17.0,23.0,17.0,1.98,81.3,77.7,79.3,80.1,1.2
2388911,11777,4991,0,1,24.0,20.0,24.0,21.0,-1.68,86.0,84.5,65.5,59.3,1.03
2388911,17803,4991,0,1,14.0,20.0,16.0,20.0,-1.92,56.4,63.5,62.1,58.9,0.83
2388911,23414,4991,0,1,11.0,22.0,11.0,23.0,-4.87,43.5,41.4,62.1,58.5,0.56
2388911,23414,4991,0,2,24.0,30.0,25.0,30.0,1.71,66.6,67.0,66.7,65.3,1.05
2388911,11777,4991,0,2,23.0,36.0,24.0,37.0,-0.91,74.4,74.3,66.7,65.5,0.91
2388911,7528,4991,0,2,20.0,28.0,21.0,26.0,-1.81,56.5,57.2,64.1,62.8,0.85
2388911,23046,4991,0,2,25.0,30.0,23.0,30.0,-2.96,59.4,56.3,56.4,58.9,0.79
2388911,17803,4991,0,2,20.0,35.0,20.0,34.0,-4.0,51.9,51.6,59.0,63.8,0.66
2388911,21971,11609,0,0,64.0,44.0,65.0,44.0,0.89,93.7,91.6,77.9,77.8,1.33
2388911,19738,11609,0,0,50.0,44.0,51.0,44.0,2.54,84.2,85.6,76.5,75.6,1.26
2388911,22481,11609,0,0,54.0,38.0,47.0,41.0,1.68,73.1,67.1,73.5,71.4,1.12
2388911,14176,11609,0,0,44.0,43.0,44.0,43.0,-1.02,71.4,69.3,75.0,70.9,1.0
2388911,7168,11609,0,0,40.0,50.0,41.0,51.0,-0.61,66.8,67.6,75.0,73.7,0.98
2388911,21971,11609,0,1,39.0,21.0,41.0,22.0,1.17,86.4,85.5,82.1,82.1,1.38
2388911,19738,11609,0,1,28.0,23.0,28.0,23.0,3.62,88.4,90.1,76.9,81.4,1.31
2388911,7168,11609,0,1,30.0,27.0,32.0,29.0,0.51,85.2,87.8,87.2,84.6,1.21
2388911,22481,11609,0,1,33.0,19.0,29.0,21.0,2.95,73.6,67.9,76.9,73.8,1.19
2388911,14176,11609,0,1,28.0,22.0,25.0,23.0,-1.0,84.4,77.8,82.1,76.2,1.03
2388911,21971,11609,0,2,25.0,23.0,24.0,23.0,0.52,103.4,99.8,72.4,72.2,1.27
2388911,19738,11609,0,2,22.0,21.0,22.0,20.0,1.09,78.6,79.5,75.9,67.8,1.2
2388911,22481,11609,0,2,21.0,19.0,18.0,20.0,-0.04,72.4,66.0,69.0,68.3,1.02
2388911,14176,11609,0,2,16.0,21.0,19.0,20.0,-1.06,54.0,57.9,65.5,63.7,0.96
2388911,7168,11609,0,2,10.0,23.0,9.0,22.0,-2.11,42.1,40.5,58.6,59.2,0.66
2388911,11777,4991,3,0,12.0,16.0,14.0,16.0,-3.31,77.1,82.2,64.7,66.3,0.99
2388911,23414,4991,3,0,6.0,16.0,7.0,16.0,1.34,46.5,50.2,64.7,68.8,0.83
2388911,7528,4991,3,0,9.0,15.0,9.0,14.0,-4.5,66.4,64.7,52.9,54.3,0.71
2388911,17803,4991,3,0,10.0,15.0,11.0,14.0,-6.34,52.4,57.1,58.8,60.4,0.64
2388911,23046,4991,3,0,7.0,15.0,7.0,14.0,-8.23,43.9,45.7,47.1,49.4,0.52
2388911,11777,4991,3,1,7.0,4.0,8.0,5.0,3.09,136.6,152.1,80.0,74.4,2.07
2388911,23046,4991,3,1,5.0,3.0,5.0,3.0,-0.25,97.0,97.0,100.0,99.9,1.3
2388911,23414,4991,3,1,2.0,4.0,3.0,4.0,0.23,54.0,54.7,80.0,77.3,0.85
2388911,17803,4991,3,1,2.0,3.0,2.0,3.0,-5.76,47.4,52.2,40.0,31.2,0.55
2388911,7528,4991,3,1,2.0,4.0,2.0,4.0,-6.67,48.0,34.5,60.0,55.0,0.38
2388911,7528,4991,3,2,7.0,11.0,7.0,10.0,-3.6,74.0,77.4,50.0,54.1,0.85
2388911,23414,4991,3,2,4.0,12.0,5.0,11.0,1.81,43.4,48.3,58.3,65.2,0.82
2388911,17803,4991,3,2,8.0,12.0,9.0,11.0,-6.58,54.4,59.2,66.7,72.6,0.68
2388911,11777,4991,3,2,5.0,12.0,5.0,11.0,-5.97,52.3,53.1,58.3,63.0,0.54
2388911,23046,4991,3,2,2.0,12.0,2.0,11.0,-11.55,21.8,24.3,25.0,28.3,0.2
2388911,22481,11609,3,0,19.0,5.0,15.0,5.0,9.58,94.9,85.5,82.4,70.8,1.74
2388911,21971,11609,3,0,19.0,11.0,19.0,12.0,0.03,104.6,100.1,88.2,81.0,1.47
2388911,14176,11609,3,0,15.0,7.0,14.0,8.0,2.81,90.8,82.2,88.2,77.0,1.35
2388911,19738,11609,3,0,11.0,11.0,11.0,12.0,5.44,82.9,81.4,82.4,78.1,1.28
2388911,7168,11609,3,0,12.0,10.0,12.0,11.0,1.53,75.5,74.7,82.4,81.6,1.25
2388911,22481,11609,3,1,14.0,2.0,10.0,2.0,10.55,96.2,79.8,83.3,68.1,1.77
2388911,7168,11609,3,1,11.0,6.0,12.0,7.0,5.03,95.7,96.8,100.0,87.7,1.59
2388911,21971,11609,3,1,14.0,7.0,14.0,8.0,-0.77,107.6,99.9,91.7,86.7,1.5
2388911,19738,11609,3,1,8.0,7.0,8.0,8.0,8.18,87.3,87.3,83.3,78.5,1.45
2388911,14176,11609,3,1,11.0,4.0,9.0,5.0,0.58,92.2,78.9,91.7,76.8,1.25
2388911,22481,11609,3,2,5.0,3.0,5.0,3.0,7.26,91.8,99.0,80.0,77.4,1.67
2388911,14176,11609,3,2,4.0,3.0,4.0,3.0,8.17,87.2,90.1,80.0,77.3,1.6
2388911,21971,11609,3,2,5.0,4.0,5.0,4.0,1.96,97.4,100.4,80.0,67.1,1.4
2388911,19738,11609,3,2,3.0,4.0,3.0,4.0,-1.14,72.4,67.5,80.0,77.3,0.87
2388911,7168,11609,3,2,1.0,4.0,1.0,4.0,-6.87,27.0,21.7,40.0,67.1,0.42
2388911,23046,4991,1,0,25.0,10.0,23.0,10.0,8.43,104.2,99.7,76.2,73.8,1.88
2388911,23414,4991,1,0,13.0,12.0,13.0,13.0,3.6,71.0,70.9,66.7,65.1,1.27
2388911,7528,4991,1,0,14.0,12.0,14.0,11.0,3.2,70.0,66.9,76.2,70.6,1.17
2388911,11777,4991,1,0,12.0,17.0,12.0,18.0,0.33,78.1,76.5,61.9,55.2,0.91
2388911,17803,4991,1,0,9.0,16.0,8.0,16.0,-5.25,44.2,42.5,52.4,46.2,0.6
2388911,23046,4991,1,1,14.0,4.0,13.0,4.0,17.8,144.2,137.0,88.9,90.1,2.67
2388911,7528,4991,1,1,6.0,5.0,6.0,5.0,3.26,67.7,64.0,77.8,78.6,1.17
2388911,11777,4991,1,1,4.0,6.0,4.0,6.0,0.11,69.8,65.5,55.6,53.2,0.79
2388911,17803,4991,1,1,4.0,6.0,4.0,6.0,-0.97,49.0,53.4,55.6,46.1,0.78
2388911,23414,4991,1,1,4.0,5.0,4.0,5.0,-2.73,36.6,35.5,55.6,56.2,0.74
2388911,23414,4991,1,2,9.0,7.0,9.0,8.0,8.34,96.8,97.4,75.0,71.8,1.67
2388911,23046,4991,1,2,11.0,6.0,10.0,6.0,1.41,74.2,71.7,66.7,61.6,1.29
2388911,7528,4991,1,2,8.0,7.0,8.0,7.0,3.15,71.8,69.1,75.0,64.5,1.18
2388911,11777,4991,1,2,8.0,11.0,8.0,12.0,0.49,84.4,84.8,66.7,56.7,0.99
2388911,17803,4991,1,2,5.0,10.0,3.0,10.0,-8.47,40.6,34.4,50.0,46.3,0.46
2388911,19738,11609,1,0,20.0,13.0,20.0,12.0,5.55,99.3,98.5,71.4,65.9,1.58
2388911,22481,11609,1,0,15.0,13.0,15.0,14.0,-0.5,75.2,75.4,71.4,71.6,1.03
2388911,14176,11609,1,0,10.0,15.0,10.0,15.0,-3.88,55.0,55.7,66.7,61.5,0.71
2388911,7168,11609,1,0,10.0,17.0,10.0,17.0,-5.16,54.7,53.4,66.7,63.7,0.67
2388911,21971,11609,1,0,12.0,15.0,11.0,15.0,-6.32,64.0,59.4,61.9,60.7,0.67
2388911,19738,11609,1,1,13.0,7.0,13.0,7.0,9.08,108.4,109.0,66.7,67.6,1.83
2388911,7168,11609,1,1,7.0,9.0,8.0,9.0,-1.74,68.5,68.1,75.0,81.0,0.91
2388911,14176,11609,1,1,7.0,9.0,7.0,9.0,-1.45,81.3,81.1,75.0,66.8,0.84
2388911,22481,11609,1,1,8.0,8.0,8.0,9.0,-2.57,63.6,63.9,66.7,68.6,0.8
2388911,21971,11609,1,1,6.0,8.0,6.0,8.0,-8.24,44.0,46.0,58.3,57.7,0.54
2388911,22481,11609,1,2,7.0,5.0,7.0,5.0,2.26,90.8,90.7,77.8,75.5,1.33
2388911,19738,11609,1,2,7.0,6.0,7.0,5.0,0.86,87.2,84.4,77.8,63.7,1.23
2388911,21971,11609,1,2,6.0,7.0,5.0,7.0,-3.76,90.6,77.2,66.7,64.6,0.83
2388911,14176,11609,1,2,3.0,6.0,3.0,5.0,-7.11,19.8,21.7,55.6,54.4,0.53
2388911,7168,11609,1,2,3.0,8.0,3.0,8.0,-9.72,36.2,33.9,55.6,40.7,0.35
2388911,23046,4991,4,0,28.0,21.0,25.0,24.0,2.73,93.5,86.3,73.3,80.3,1.23
2388911,7528,4991,4,0,20.0,18.0,21.0,17.0,-0.12,65.5,65.9,76.7,78.8,1.1
2388911,11777,4991,4,0,23.0,23.0,22.0,24.0,-1.16,81.5,78.1,70.0,66.2,1.05
2388911,17803,4991,4,0,15.0,24.0,17.0,24.0,0.2,61.5,66.2,66.7,73.2,0.94
2388911,23414,4991,4,0,16.0,24.0,15.0,24.0,-5.76,52.5,49.1,63.3,56.9,0.58
2388911,7528,4991,4,1,15.0,8.0,16.0,8.0,4.1,100.7,100.3,86.7,89.3,1.56
2388911,23046,4991,4,1,16.0,9.0,15.0,10.0,5.03,109.5,103.2,73.3,79.3,1.47
2388911,17803,4991,4,1,8.0,11.0,10.0,11.0,-1.21,63.9,73.3,73.3,75.9,0.99
2388911,11777,4991,4,1,13.0,10.0,12.0,10.0,-4.35,78.8,73.4,66.7,57.9,0.91
2388911,23414,4991,4,1,5.0,13.0,4.0,13.0,-7.85,44.1,40.4,60.0,53.7,0.35
2388911,11777,4991,4,2,10.0,13.0,10.0,14.0,2.02,84.1,82.8,73.3,74.6,1.19
2388911,23046,4991,4,2,12.0,12.0,10.0,13.0,0.43,77.5,69.5,73.3,81.2,0.99
2388911,17803,4991,4,2,7.0,13.0,7.0,13.0,1.62,59.1,59.2,60.0,70.6,0.9
2388911,23414,4991,4,2,11.0,11.0,11.0,11.0,-3.67,60.9,57.7,66.7,60.1,0.81
2388911,7528,4991,4,2,5.0,10.0,6.0,9.0,-4.34,30.3,31.4,66.7,68.3,0.63
2388911,21971,11609,4,0,33.0,18.0,35.0,17.0,6.42,108.3,109.3,83.3,88.1,1.85
2388911,7168,11609,4,0,18.0,23.0,19.0,23.0,1.37,70.5,73.5,76.7,76.2,1.1
2388911,19738,11609,4,0,19.0,20.0,20.0,20.0,-1.2,74.3,78.9,76.7,81.0,1.09
2388911,14176,11609,4,0,19.0,21.0,20.0,20.0,-1.2,72.0,71.6,73.3,74.0,1.03
2388911,22481,11609,4,0,20.0,20.0,17.0,22.0,-1.28,59.2,50.9,70.0,71.7,0.87
2388911,21971,11609,4,1,19.0,6.0,21.0,6.0,10.24,103.4,105.4,93.3,97.8,2.17
2388911,7168,11609,4,1,12.0,12.0,13.0,12.0,-1.31,90.2,96.2,86.7,84.9,1.19
2388911,22481,11609,4,1,11.0,9.0,11.0,10.0,1.29,63.5,61.7,80.0,82.4,1.08
2388911,14176,11609,4,1,10.0,9.0,9.0,9.0,-1.91,80.6,74.1,80.0,83.1,1.02
2388911,19738,11609,4,1,7.0,9.0,7.0,8.0,-4.38,73.2,77.3,80.0,94.8,0.9
2388911,21971,11609,4,2,14.0,12.0,14.0,12.0,2.61,113.1,113.1,73.3,78.4,1.52
2388911,19738,11609,4,2,12.0,11.0,13.0,11.0,1.98,75.5,80.5,73.3,67.1,1.28
2388911,14176,11609,4,2,9.0,12.0,11.0,11.0,-0.5,63.5,69.0,66.7,64.8,1.05
2388911,7168,11609,4,2,6.0,11.0,6.0,11.0,4.05,50.7,50.7,66.7,67.6,1.01
2388911,22481,11609,4,2,9.0,11.0,6.0,11.0,-3.86,54.9,40.1,60.0,60.9,0.67
2388931,24772,11768,0,0,64.0,46.0,63.0,48.0,4.07,81.2,82.6,78.2,79.9,1.35
2388931,22777,11768,0,0,60.0,53.0,63.0,51.0,0.75,78.9,82.4,78.2,79.3,1.21
2388931,22182,11768,0,0,52.0,56.0,55.0,56.0,0.32,67.9,69.7,71.8,71.6,1.03
2388931,17181,11768,0,0,40.0,57.0,41.0,56.0,-2.36,67.0,67.7,71.8,69.5,0.85
2388931,14390,11768,0,0,43.0,58.0,41.0,61.0,-2.52,67.2,64.9,64.1,58.5,0.79
2388931,24772,11768,0,1,42.0,24.0,41.0,26.0,6.07,92.5,94.0,81.4,82.7,1.55
2388931,22777,11768,0,1,30.0,30.0,32.0,29.0,-1.61,76.0,81.8,74.4,73.4,1.03
2388931,22182,11768,0,1,30.0,32.0,31.0,33.0,-0.52,70.3,72.3,74.4,73.5,0.96
2388931,17181,11768,0,1,25.0,31.0,25.0,31.0,-2.74,73.1,73.2,69.8,68.5,0.87
2388931,14390,11768,0,1,25.0,32.0,24.0,35.0,-3.44,76.7,73.8,69.8,63.3,0.76
2388931,22777,11768,0,2,30.0,23.0,31.0,22.0,3.63,82.6,83.2,82.9,86.4,1.43
2388931,22182,11768,0,2,22.0,24.0,24.0,23.0,1.35,64.9,66.4,68.6,69.4,1.12
2388931,24772,11768,0,2,22.0,22.0,22.0,22.0,1.62,67.4,68.7,74.3,76.3,1.11
2388931,17181,11768,0,2,15.0,26.0,16.0,25.0,-1.9,59.5,61.0,74.3,70.7,0.83
2388931,14390,11768,0,2,18.0,26.0,17.0,27.0,-1.39,55.5,53.9,57.1,52.6,0.82
2388931,20183,11837,0,0,60.0,54.0,58.0,58.0,1.67,85.2,82.1,78.2,74.6,1.16
2388931,20385,11837,0,0,51.0,48.0,50.0,48.0,0.89,74.7,74.2,73.1,68.4,1.08
2388931,11154,11837,0,0,52.0,49.0,53.0,48.0,-0.72,75.0,73.9,73.1,69.7,1.04
2388931,19692,11837,0,0,56.0,55.0,52.0,61.0,-0.43,68.1,67.7,70.5,73.2,0.98
2388931,18717,11837,0,0,47.0,54.0,46.0,56.0,-2.08,64.5,63.0,71.8,65.0,0.86
2388931,20183,11837,0,1,28.0,23.0,27.0,26.0,1.04,83.6,81.4,82.9,75.5,1.11
2388931,11154,11837,0,1,24.0,23.0,25.0,24.0,-2.03,78.1,77.9,77.1,69.8,0.98
2388931,19692,11837,0,1,25.0,23.0,23.0,26.0,0.47,69.6,70.4,65.7,61.4,0.92
2388931,20385,11837,0,1,20.0,20.0,20.0,21.0,-0.62,74.1,73.7,65.7,54.4,0.89
2388931,18717,11837,0,1,21.0,18.0,21.0,19.0,-2.17,66.8,66.1,77.1,63.6,0.89
2388931,20385,11837,0,2,31.0,28.0,31.0,27.0,2.11,75.1,74.6,79.1,79.8,1.23
2388931,20183,11837,0,2,32.0,31.0,31.0,31.0,2.19,86.5,82.7,74.4,73.9,1.2
2388931,11154,11837,0,2,28.0,26.0,28.0,25.0,0.34,72.5,70.7,69.8,69.6,1.1
2388931,19692,11837,0,2,31.0,32.0,29.0,35.0,-1.17,66.9,65.6,74.4,82.8,1.02
2388931,18717,11837,0,2,26.0,36.0,25.0,37.0,-2.01,62.6,60.4,67.4,66.1,0.84
2388931,24772,11768,1,0,14.0,10.0,15.0,11.0,-1.1,74.4,75.8,82.4,84.6,1.09
2388931,22777,11768,1,0,11.0,13.0,12.0,12.0,-4.62,74.4,81.3,70.6,72.6,0.94
2388931,14390,11768,1,0,12.0,13.0,10.0,14.0,-6.2,84.4,73.9,82.4,65.0,0.77
2388931,22182,11768,1,0,8.0,13.0,8.0,13.0,-6.41,42.6,44.6,76.5,71.6,0.61
2388931,17181,11768,1,0,6.0,14.0,6.0,13.0,-6.23,54.9,58.8,64.7,52.0,0.56
2388931,24772,11768,1,1,11.0,7.0,12.0,8.0,-1.3,75.7,81.0,83.3,89.7,1.16
2388931,22777,11768,1,1,8.0,9.0,9.0,8.0,-6.31,68.6,79.5,66.7,71.1,0.88
2388931,14390,11768,1,1,7.0,9.0,7.0,10.0,-5.78,82.4,76.8,83.3,69.2,0.72
2388931,17181,11768,1,1,5.0,10.0,5.0,10.0,-6.23,62.8,67.6,58.3,51.2,0.61
2388931,22182,11768,1,1,5.0,10.0,5.0,10.0,-7.92,47.8,49.0,75.0,69.7,0.5
2388931,22777,11768,1,2,3.0,4.0,3.0,4.0,-0.57,88.4,85.8,80.0,76.2,1.1
2388931,24772,11768,1,2,3.0,3.0,3.0,3.0,-0.62,71.4,63.3,80.0,72.5,0.92
