playerID,name
22860,avid
22760,upe
16487,eraa
23397,poiii
7443,twist
18714,piriajr
20885,freq
18322,kaiser
20690,zock
20083,ninjaz
23588,n1cks
10840,tatazin
10838,mawth
23094,renanzin
22423,clon7
24304,chengking
20258,spine
16558,ruben
23596,expsasiki
20807,rage
24747,suki
